reference,distorted,dmos
reference/rushmore.png,awgn/rushmore.AWGN.3.png,0.259
reference/rushmore.png,awgn/rushmore.AWGN.4.png,0.382
reference/rushmore.png,awgn/rushmore.AWGN.5.png,0.513
reference/rushmore.png,jpeg/rushmore.JPEG.1.png,0.024
reference/rushmore.png,jpeg/rushmore.JPEG.2.png,0.043
reference/rushmore.png,jpeg/rushmore.JPEG.3.png,0.181
reference/rushmore.png,jpeg/rushmore.JPEG.4.png,0.537
reference/rushmore.png,jpeg/rushmore.JPEG.5.png,0.666
reference/rushmore.png,jpeg2000/rushmore.jpeg2000.1.png,0.018
reference/rushmore.png,jpeg2000/rushmore.jpeg2000.2.png,0.090
reference/rushmore.png,jpeg2000/rushmore.jpeg2000.3.png,0.306
reference/rushmore.png,jpeg2000/rushmore.jpeg2000.4.png,0.501
reference/rushmore.png,jpeg2000/rushmore.jpeg2000.5.png,0.754
reference/rushmore.png,fnoise/rushmore.fnoise.1.png,0.198
reference/rushmore.png,fnoise/rushmore.fnoise.2.png,0.297
reference/rushmore.png,fnoise/rushmore.fnoise.3.png,0.422
reference/rushmore.png,fnoise/rushmore.fnoise.4.png,0.547
reference/rushmore.png,fnoise/rushmore.fnoise.5.png,0.636
reference/rushmore.png,blur/rushmore.BLUR.1.png,0.011
reference/rushmore.png,blur/rushmore.BLUR.2.png,0.083
reference/rushmore.png,blur/rushmore.BLUR.3.png,0.242
reference/rushmore.png,blur/rushmore.BLUR.4.png,0.416
reference/rushmore.png,blur/rushmore.BLUR.5.png,0.658
reference/rushmore.png,contrast/rushmore.contrast.1.png,0.125
reference/rushmore.png,contrast/rushmore.contrast.2.png,0.290
reference/rushmore.png,contrast/rushmore.contrast.3.png,0.393
reference/rushmore.png,contrast/rushmore.contrast.4.png,0.506
reference/shroom.png,awgn/shroom.AWGN.1.png,0.031
reference/shroom.png,awgn/shroom.AWGN.2.png,0.136
reference/shroom.png,awgn/shroom.AWGN.3.png,0.237
reference/shroom.png,awgn/shroom.AWGN.4.png,0.355
reference/shroom.png,awgn/shroom.AWGN.5.png,0.463
reference/shroom.png,jpeg/shroom.JPEG.1.png,0.020
reference/shroom.png,jpeg/shroom.JPEG.2.png,0.125
reference/shroom.png,jpeg/shroom.JPEG.3.png,0.307
reference/shroom.png,jpeg/shroom.JPEG.4.png,0.663
reference/shroom.png,jpeg/shroom.JPEG.5.png,0.780
reference/shroom.png,jpeg2000/shroom.jpeg2000.1.png,0.004
reference/shroom.png,jpeg2000/shroom.jpeg2000.2.png,0.080
reference/shroom.png,jpeg2000/shroom.jpeg2000.3.png,0.391
reference/shroom.png,jpeg2000/shroom.jpeg2000.4.png,0.605
reference/shroom.png,jpeg2000/shroom.jpeg2000.5.png,0.837
reference/shroom.png,fnoise/shroom.fnoise.1.png,0.022
reference/shroom.png,fnoise/shroom.fnoise.2.png,0.180
reference/shroom.png,fnoise/shroom.fnoise.3.png,0.356
reference/shroom.png,fnoise/shroom.fnoise.4.png,0.575
reference/shroom.png,fnoise/shroom.fnoise.5.png,0.702
reference/shroom.png,blur/shroom.BLUR.1.png,0.046
reference/shroom.png,blur/shroom.BLUR.2.png,0.161
reference/shroom.png,blur/shroom.BLUR.3.png,0.395
reference/shroom.png,blur/shroom.BLUR.4.png,0.549
reference/shroom.png,blur/shroom.BLUR.5.png,0.769
reference/shroom.png,contrast/shroom.contrast.1.png,0.081
reference/shroom.png,contrast/shroom.contrast.2.png,0.184
reference/shroom.png,contrast/shroom.contrast.3.png,0.333
reference/shroom.png,contrast/shroom.contrast.4.png,0.410
reference/snow_leaves.png,awgn/snow_leaves.AWGN.1.png,0.019
reference/snow_leaves.png,awgn/snow_leaves.AWGN.2.png,0.063
reference/snow_leaves.png,awgn/snow_leaves.AWGN.3.png,0.212
reference/snow_leaves.png,awgn/snow_leaves.AWGN.4.png,0.293
reference/snow_leaves.png,awgn/snow_leaves.AWGN.5.png,0.434
reference/snow_leaves.png,jpeg/snow_leaves.JPEG.1.png,0.022
reference/snow_leaves.png,jpeg/snow_leaves.JPEG.2.png,0.060
reference/snow_leaves.png,jpeg/snow_leaves.JPEG.3.png,0.261
reference/snow_leaves.png,jpeg/snow_leaves.JPEG.4.png,0.555
reference/snow_leaves.png,jpeg/snow_leaves.JPEG.5.png,0.711
reference/snow_leaves.png,jpeg2000/snow_leaves.jpeg2000.1.png,0.004
reference/snow_leaves.png,jpeg2000/snow_leaves.jpeg2000.2.png,0.078
reference/snow_leaves.png,jpeg2000/snow_leaves.jpeg2000.3.png,0.187
reference/snow_leaves.png,jpeg2000/snow_leaves.jpeg2000.4.png,0.555
reference/snow_leaves.png,jpeg2000/snow_leaves.jpeg2000.5.png,0.757
reference/snow_leaves.png,fnoise/snow_leaves.fnoise.1.png,0.048
reference/snow_leaves.png,fnoise/snow_leaves.fnoise.2.png,0.225
reference/snow_leaves.png,fnoise/snow_leaves.fnoise.3.png,0.411
reference/snow_leaves.png,fnoise/snow_leaves.fnoise.4.png,0.536
reference/snow_leaves.png,fnoise/snow_leaves.fnoise.5.png,0.679
reference/snow_leaves.png,blur/snow_leaves.BLUR.1.png,0.020
reference/snow_leaves.png,blur/snow_leaves.BLUR.2.png,0.140
reference/snow_leaves.png,blur/snow_leaves.BLUR.3.png,0.300
reference/snow_leaves.png,blur/snow_leaves.BLUR.4.png,0.460
reference/snow_leaves.png,blur/snow_leaves.BLUR.5.png,0.696
reference/snow_leaves.png,contrast/snow_leaves.contrast.1.png,0.041
reference/snow_leaves.png,contrast/snow_leaves.contrast.2.png,0.221
reference/snow_leaves.png,contrast/snow_leaves.contrast.3.png,0.320
reference/snow_leaves.png,contrast/snow_leaves.contrast.4.png,0.379
reference/sunset_sparrow.png,awgn/sunset_sparrow.AWGN.1.png,0.042
reference/sunset_sparrow.png,awgn/sunset_sparrow.AWGN.2.png,0.179
reference/sunset_sparrow.png,awgn/sunset_sparrow.AWGN.3.png,0.326
reference/sunset_sparrow.png,awgn/sunset_sparrow.AWGN.4.png,0.458
reference/sunset_sparrow.png,awgn/sunset_sparrow.AWGN.5.png,0.549
reference/sunset_sparrow.png,jpeg/sunset_sparrow.JPEG.1.png,0.043
reference/sunset_sparrow.png,jpeg/sunset_sparrow.JPEG.2.png,0.117
reference/sunset_sparrow.png,jpeg/sunset_sparrow.JPEG.3.png,0.342
reference/sunset_sparrow.png,jpeg/sunset_sparrow.JPEG.4.png,0.722
reference/sunset_sparrow.png,jpeg/sunset_sparrow.JPEG.5.png,0.826
reference/sunset_sparrow.png,jpeg2000/sunset_sparrow.jpeg2000.1.png,0.058
reference/sunset_sparrow.png,jpeg2000/sunset_sparrow.jpeg2000.2.png,0.179
reference/sunset_sparrow.png,jpeg2000/sunset_sparrow.jpeg2000.3.png,0.391
reference/sunset_sparrow.png,jpeg2000/sunset_sparrow.jpeg2000.4.png,0.606
reference/sunset_sparrow.png,jpeg2000/sunset_sparrow.jpeg2000.5.png,0.889
reference/sunset_sparrow.png,fnoise/sunset_sparrow.fnoise.1.png,0.224
reference/sunset_sparrow.png,fnoise/sunset_sparrow.fnoise.2.png,0.369
reference/sunset_sparrow.png,fnoise/sunset_sparrow.fnoise.3.png,0.539
reference/sunset_sparrow.png,fnoise/sunset_sparrow.fnoise.4.png,0.607
reference/sunset_sparrow.png,fnoise/sunset_sparrow.fnoise.5.png,0.734
reference/sunset_sparrow.png,blur/sunset_sparrow.BLUR.1.png,0.087
reference/sunset_sparrow.png,blur/sunset_sparrow.BLUR.2.png,0.191
reference/sunset_sparrow.png,blur/sunset_sparrow.BLUR.3.png,0.307
reference/sunset_sparrow.png,blur/sunset_sparrow.BLUR.4.png,0.548
reference/sunset_sparrow.png,blur/sunset_sparrow.BLUR.5.png,0.846
reference/sunset_sparrow.png,contrast/sunset_sparrow.contrast.1.png,0.094
reference/sunset_sparrow.png,contrast/sunset_sparrow.contrast.2.png,0.260
reference/sunset_sparrow.png,contrast/sunset_sparrow.contrast.3.png,0.402
reference/sunset_sparrow.png,contrast/sunset_sparrow.contrast.4.png,0.465
reference/sunsetcolor.png,awgn/sunsetcolor.AWGN.1.png,0.039
reference/sunsetcolor.png,awgn/sunsetcolor.AWGN.2.png,0.206
reference/sunsetcolor.png,awgn/sunsetcolor.AWGN.3.png,0.302
reference/sunsetcolor.png,awgn/sunsetcolor.AWGN.4.png,0.409
reference/sunsetcolor.png,awgn/sunsetcolor.AWGN.5.png,0.515
reference/sunsetcolor.png,jpeg/sunsetcolor.JPEG.1.png,0.031
reference/sunsetcolor.png,jpeg/sunsetcolor.JPEG.2.png,0.436
reference/sunsetcolor.png,jpeg/sunsetcolor.JPEG.3.png,0.693
reference/sunsetcolor.png,jpeg/sunsetcolor.JPEG.4.png,0.885
reference/sunsetcolor.png,jpeg/sunsetcolor.JPEG.5.png,0.918
reference/sunsetcolor.png,jpeg2000/sunsetcolor.jpeg2000.1.png,0.024
reference/sunsetcolor.png,jpeg2000/sunsetcolor.jpeg2000.2.png,0.301
reference/sunsetcolor.png,jpeg2000/sunsetcolor.jpeg2000.3.png,0.655
reference/sunsetcolor.png,jpeg2000/sunsetcolor.jpeg2000.4.png,0.851
reference/sunsetcolor.png,jpeg2000/sunsetcolor.jpeg2000.5.png,1.000
reference/sunsetcolor.png,fnoise/sunsetcolor.fnoise.1.png,0.119
reference/sunsetcolor.png,fnoise/sunsetcolor.fnoise.2.png,0.339
reference/sunsetcolor.png,fnoise/sunsetcolor.fnoise.3.png,0.531
reference/sunsetcolor.png,fnoise/sunsetcolor.fnoise.4.png,0.617
reference/sunsetcolor.png,fnoise/sunsetcolor.fnoise.5.png,0.721
reference/sunsetcolor.png,blur/sunsetcolor.BLUR.1.png,0.073
reference/sunsetcolor.png,blur/sunsetcolor.BLUR.2.png,0.309
reference/sunsetcolor.png,blur/sunsetcolor.BLUR.3.png,0.726
reference/sunsetcolor.png,blur/sunsetcolor.BLUR.4.png,0.963
reference/sunsetcolor.png,blur/sunsetcolor.BLUR.5.png,0.999
reference/sunsetcolor.png,contrast/sunsetcolor.contrast.1.png,0.052
reference/sunsetcolor.png,contrast/sunsetcolor.contrast.2.png,0.131
reference/sunsetcolor.png,contrast/sunsetcolor.contrast.3.png,0.273
reference/sunsetcolor.png,contrast/sunsetcolor.contrast.4.png,0.413
reference/swarm.png,awgn/swarm.AWGN.1.png,0.035
reference/swarm.png,awgn/swarm.AWGN.2.png,0.166
reference/swarm.png,awgn/swarm.AWGN.3.png,0.322
reference/swarm.png,awgn/swarm.AWGN.4.png,0.419
reference/swarm.png,awgn/swarm.AWGN.5.png,0.577
reference/swarm.png,jpeg/swarm.JPEG.1.png,0.047
reference/swarm.png,jpeg/swarm.JPEG.2.png,0.369
reference/swarm.png,jpeg/swarm.JPEG.3.png,0.714
reference/swarm.png,jpeg/swarm.JPEG.4.png,0.776
reference/swarm.png,jpeg/swarm.JPEG.5.png,0.891
reference/swarm.png,jpeg2000/swarm.jpeg2000.1.png,0.033
reference/swarm.png,jpeg2000/swarm.jpeg2000.2.png,0.313
reference/swarm.png,jpeg2000/swarm.jpeg2000.3.png,0.572
reference/swarm.png,jpeg2000/swarm.jpeg2000.4.png,0.837
reference/swarm.png,jpeg2000/swarm.jpeg2000.5.png,0.967
reference/swarm.png,fnoise/swarm.fnoise.1.png,0.072
reference/swarm.png,fnoise/swarm.fnoise.2.png,0.366
reference/swarm.png,fnoise/swarm.fnoise.3.png,0.586
reference/swarm.png,fnoise/swarm.fnoise.4.png,0.697
reference/swarm.png,fnoise/swarm.fnoise.5.png,0.816
reference/swarm.png,blur/swarm.BLUR.1.png,0.075
reference/swarm.png,blur/swarm.BLUR.2.png,0.293
reference/swarm.png,blur/swarm.BLUR.3.png,0.559
reference/swarm.png,blur/swarm.BLUR.4.png,0.818
reference/swarm.png,blur/swarm.BLUR.5.png,0.963
reference/swarm.png,contrast/swarm.contrast.1.png,0.091
reference/swarm.png,contrast/swarm.contrast.2.png,0.315
reference/swarm.png,contrast/swarm.contrast.3.png,0.625
reference/trolley.png,awgn/trolley.AWGN.1.png,0.029
reference/trolley.png,awgn/trolley.AWGN.2.png,0.090
reference/trolley.png,awgn/trolley.AWGN.3.png,0.220
reference/trolley.png,awgn/trolley.AWGN.4.png,0.342
reference/trolley.png,awgn/trolley.AWGN.5.png,0.450
reference/trolley.png,jpeg/trolley.JPEG.1.png,0.026
reference/trolley.png,jpeg/trolley.JPEG.2.png,0.057
reference/trolley.png,jpeg/trolley.JPEG.3.png,0.168
reference/trolley.png,jpeg/trolley.JPEG.4.png,0.578
reference/trolley.png,jpeg/trolley.JPEG.5.png,0.727
reference/trolley.png,jpeg2000/trolley.jpeg2000.1.png,0.036
reference/trolley.png,jpeg2000/trolley.jpeg2000.2.png,0.164
reference/trolley.png,jpeg2000/trolley.jpeg2000.3.png,0.350
reference/trolley.png,jpeg2000/trolley.jpeg2000.4.png,0.533
reference/trolley.png,jpeg2000/trolley.jpeg2000.5.png,0.764
reference/trolley.png,fnoise/trolley.fnoise.1.png,0.067
reference/trolley.png,fnoise/trolley.fnoise.2.png,0.294
reference/trolley.png,fnoise/trolley.fnoise.3.png,0.432
reference/trolley.png,fnoise/trolley.fnoise.4.png,0.586
reference/trolley.png,fnoise/trolley.fnoise.5.png,0.701
reference/trolley.png,blur/trolley.BLUR.1.png,0.036
reference/trolley.png,blur/trolley.BLUR.2.png,0.115
reference/trolley.png,blur/trolley.BLUR.3.png,0.230
reference/trolley.png,blur/trolley.BLUR.4.png,0.407
reference/trolley.png,blur/trolley.BLUR.5.png,0.606
reference/trolley.png,contrast/trolley.contrast.1.png,0.056
reference/trolley.png,contrast/trolley.contrast.2.png,0.215
reference/trolley.png,contrast/trolley.contrast.3.png,0.433
reference/trolley.png,contrast/trolley.contrast.4.png,0.497
reference/turtle.png,awgn/turtle.AWGN.1.png,0.020
reference/turtle.png,awgn/turtle.AWGN.2.png,0.119
reference/turtle.png,awgn/turtle.AWGN.3.png,0.199
reference/turtle.png,awgn/turtle.AWGN.4.png,0.329
reference/turtle.png,awgn/turtle.AWGN.5.png,0.436
reference/turtle.png,jpeg/turtle.JPEG.1.png,0.015
reference/turtle.png,jpeg/turtle.JPEG.2.png,0.129
reference/turtle.png,jpeg/turtle.JPEG.3.png,0.488
reference/turtle.png,jpeg/turtle.JPEG.4.png,0.690
reference/turtle.png,jpeg/turtle.JPEG.5.png,0.775
reference/turtle.png,jpeg2000/turtle.jpeg2000.1.png,0.002
reference/turtle.png,jpeg2000/turtle.jpeg2000.2.png,0.162
reference/turtle.png,jpeg2000/turtle.jpeg2000.3.png,0.532
reference/turtle.png,jpeg2000/turtle.jpeg2000.4.png,0.802
reference/turtle.png,jpeg2000/turtle.jpeg2000.5.png,0.984
reference/turtle.png,fnoise/turtle.fnoise.1.png,0.039
reference/turtle.png,fnoise/turtle.fnoise.2.png,0.173
reference/turtle.png,fnoise/turtle.fnoise.3.png,0.345
reference/turtle.png,fnoise/turtle.fnoise.4.png,0.538
reference/turtle.png,fnoise/turtle.fnoise.5.png,0.653
reference/turtle.png,blur/turtle.BLUR.1.png,0.060
reference/turtle.png,blur/turtle.BLUR.2.png,0.235
reference/turtle.png,blur/turtle.BLUR.3.png,0.518
reference/turtle.png,blur/turtle.BLUR.4.png,0.747
reference/turtle.png,blur/turtle.BLUR.5.png,0.933
reference/turtle.png,contrast/turtle.contrast.1.png,0.079
reference/turtle.png,contrast/turtle.contrast.2.png,0.199
reference/turtle.png,contrast/turtle.contrast.3.png,0.407
reference/turtle.png,contrast/turtle.contrast.4.png,0.554
reference/veggies.png,awgn/veggies.AWGN.1.png,0.018
reference/veggies.png,awgn/veggies.AWGN.2.png,0.098
reference/veggies.png,awgn/veggies.AWGN.3.png,0.214
reference/veggies.png,awgn/veggies.AWGN.4.png,0.347
reference/veggies.png,awgn/veggies.AWGN.5.png,0.472
reference/veggies.png,jpeg/veggies.JPEG.1.png,0.038
reference/veggies.png,jpeg/veggies.JPEG.2.png,0.108
reference/veggies.png,jpeg/veggies.JPEG.3.png,0.229
reference/veggies.png,jpeg/veggies.JPEG.4.png,0.590
reference/veggies.png,jpeg/veggies.JPEG.5.png,0.730
reference/veggies.png,jpeg2000/veggies.jpeg2000.1.png,0.045
reference/veggies.png,jpeg2000/veggies.jpeg2000.2.png,0.114
reference/veggies.png,jpeg2000/veggies.jpeg2000.3.png,0.317
reference/veggies.png,jpeg2000/veggies.jpeg2000.4.png,0.548
reference/veggies.png,jpeg2000/veggies.jpeg2000.5.png,0.772
reference/veggies.png,fnoise/veggies.fnoise.1.png,0.065
reference/veggies.png,fnoise/veggies.fnoise.2.png,0.203
reference/veggies.png,fnoise/veggies.fnoise.3.png,0.371
reference/veggies.png,fnoise/veggies.fnoise.4.png,0.600
reference/veggies.png,fnoise/veggies.fnoise.5.png,0.683
reference/veggies.png,blur/veggies.BLUR.1.png,0.056
reference/veggies.png,blur/veggies.BLUR.2.png,0.206
reference/veggies.png,blur/veggies.BLUR.3.png,0.349
reference/veggies.png,blur/veggies.BLUR.4.png,0.521
reference/veggies.png,blur/veggies.BLUR.5.png,0.719
reference/veggies.png,contrast/veggies.contrast.1.png,0.056
reference/veggies.png,contrast/veggies.contrast.2.png,0.203
reference/veggies.png,contrast/veggies.contrast.3.png,0.332
reference/veggies.png,contrast/veggies.contrast.4.png,0.385
reference/woman.png,awgn/woman.AWGN.1.png,0.052
reference/woman.png,awgn/woman.AWGN.2.png,0.197
reference/woman.png,awgn/woman.AWGN.3.png,0.289
reference/woman.png,awgn/woman.AWGN.4.png,0.409
reference/woman.png,awgn/woman.AWGN.5.png,0.490
reference/woman.png,jpeg/woman.JPEG.1.png,0.031
reference/woman.png,jpeg/woman.JPEG.2.png,0.119
reference/woman.png,jpeg/woman.JPEG.3.png,0.348
reference/woman.png,jpeg/woman.JPEG.4.png,0.621
reference/woman.png,jpeg/woman.JPEG.5.png,0.783
reference/woman.png,jpeg2000/woman.jpeg2000.1.png,0.042
reference/woman.png,jpeg2000/woman.jpeg2000.2.png,0.122
reference/woman.png,jpeg2000/woman.jpeg2000.3.png,0.403
reference/woman.png,jpeg2000/woman.jpeg2000.4.png,0.641
reference/woman.png,jpeg2000/woman.jpeg2000.5.png,0.897
reference/woman.png,fnoise/woman.fnoise.1.png,0.099
reference/woman.png,fnoise/woman.fnoise.2.png,0.262
reference/woman.png,fnoise/woman.fnoise.3.png,0.490
reference/woman.png,fnoise/woman.fnoise.4.png,0.638
reference/woman.png,fnoise/woman.fnoise.5.png,0.742
reference/woman.png,blur/woman.BLUR.1.png,0.086
reference/woman.png,blur/woman.BLUR.2.png,0.198
reference/woman.png,blur/woman.BLUR.3.png,0.420
reference/woman.png,blur/woman.BLUR.4.png,0.616
reference/woman.png,blur/woman.BLUR.5.png,0.834
reference/woman.png,contrast/woman.contrast.1.png,0.068
reference/woman.png,contrast/woman.contrast.2.png,0.173
reference/woman.png,contrast/woman.contrast.3.png,0.409
reference/woman.png,contrast/woman.contrast.4.png,0.469
